INSERT INTO PRODUZIONE (MINUTAGGIO, COD_REGISTA) VALUES
(52, 133),
(48, 254),
(43, 414),
(68, 85),
(80, 876),
(51, 89),
(60, 404),
(73, 477),
(38, 326),
(49, 219),
(77, 737),
(45, 2),
(66, 157),
(76, 624),
(24, 1022),
(28, 1003),
(58, 339),
(70, 504),
(64, 102),
(71, 933),
(20, 1024),
(50, 194),
(48, 131),
(47, 824),
(27, 705),
(29, 627),
(57, 842),
(66, 966),
(71, 332),
(59, 996),
(37, 344),
(46, 925),
(24, 995),
(47, 432),
(20, 736),
(73, 451),
(50, 168),
(50, 730),
(24, 415),
(50, 782),
(25, 408),
(22, 453),
(49, 677),
(32, 437),
(39, 26),
(73, 238),
(80, 746),
(23, 918),
(76, 370),
(79, 285),
(68, 839),
(48, 18),
(55, 779),
(40, 75),
(48, 537),
(70, 206),
(30, 297),
(33, 515),
(51, 304),
(80, 1013),
(32, 73),
(45, 813),
(43, 793),
(38, 796),
(24, 778),
(48, 359),
(63, 101),
(78, 325),
(55, 251),
(29, 697),
(28, 164),
(22, 711),
(22, 910),
(35, 809),
(77, 189),
(38, 180),
(41, 315),
(76, 622),
(51, 280),
(74, 539),
(72, 131),
(80, 342),
(30, 967),
(69, 8),
(24, 264),
(36, 715),
(43, 689),
(44, 659),
(72, 325),
(27, 47),
(20, 226),
(68, 666),
(74, 243),
(71, 261),
(62, 684),
(20, 542),
(28, 1030),
(31, 972),
(61, 473),
(80, 915),
(41, 236),
(57, 129),
(23, 64),
(30, 962),
(48, 1021),
(66, 233),
(49, 222),
(68, 77),
(80, 390),
(50, 936),
(39, 752),
(45, 361),
(25, 621),
(69, 836),
(67, 795),
(58, 172),
(44, 623),
(77, 992),
(42, 607),
(47, 193),
(58, 863),
(30, 220),
(47, 287),
(59, 563),
(23, 451),
(41, 438),
(24, 96),
(39, 778),
(68, 244),
(20, 118),
(80, 204),
(64, 1018),
(33, 669),
(41, 208),
(28, 153),
(22, 75),
(35, 183),
(32, 449),
(37, 285),
(60, 329),
(70, 627),
(24, 635),
(24, 857),
(39, 914),
(20, 561),
(44, 879),
(21, 743),
(67, 92),
(35, 243),
(37, 772),
(34, 304),
(25, 674),
(61, 659),
(66, 937),
(72, 8),
(45, 727),
(31, 74),
(76, 820),
(63, 873),
(31, 143),
(38, 823),
(57, 668),
(49, 144),
(60, 383),
(42, 854),
(45, 760),
(71, 831),
(41, 816),
(23, 96),
(40, 918),
(27, 403),
(29, 455),
(60, 695),
(45, 278),
(25, 866),
(62, 293),
(33, 171),
(69, 830),
(46, 1015),
(64, 533),
(36, 464),
(62, 566),
(28, 1006),
(31, 721),
(61, 275),
(51, 434),
(22, 646),
(73, 781),
(62, 276),
(54, 452),
(35, 1004),
(27, 774),
(76, 687),
(77, 171),
(69, 43),
(63, 55),
(49, 569),
(40, 898),
(75, 301),
(21, 48),
(22, 968),
(26, 1020),
(53, 533),
(70, 215),
(80, 771),
(40, 938),
(47, 248),
(45, 821),
(49, 168),
(62, 272),
(80, 926),
(23, 222),
(73, 505),
(45, 214),
(47, 375),
(49, 533),
(31, 509),
(32, 604),
(52, 708),
(60, 436),
(68, 483),
(76, 409),
(55, 559),
(48, 869),
(52, 725),
(27, 936),
(26, 694),
(24, 724),
(69, 570),
(20, 518),
(57, 263),
(48, 989),
(48, 249),
(74, 919),
(29, 313),
(48, 867),
(76, 1021),
(75, 793),
(45, 970),
(72, 104),
(32, 206),
(25, 681),
(26, 318),
(23, 645),
(78, 1017),
(33, 227),
(65, 594),
(36, 724),
(20, 445),
(69, 842),
(78, 692),
(37, 509),
(66, 402),
(31, 302),
(77, 640),
(80, 114),
(43, 156),
(68, 433),
(26, 760),
(24, 596),
(48, 135),
(66, 236),
(30, 994),
(72, 832),
(70, 16),
(72, 980),
(47, 1027),
(76, 65),
(35, 109),
(73, 190),
(38, 294),
(79, 970),
(32, 727),
(26, 811),
(71, 574),
(65, 29),
(32, 445),
(50, 403),
(80, 213),
(41, 721),
(49, 623),
(71, 225),
(42, 834),
(74, 848),
(24, 383),
(20, 945),
(40, 64),
(70, 213),
(42, 106),
(22, 247),
(30, 763),
(46, 339),
(42, 998),
(48, 951),
(27, 557),
(78, 593),
(50, 814),
(67, 511),
(21, 497),
(75, 120),
(77, 915),
(63, 562),
(36, 566),
(76, 926),
(62, 27),
(56, 107),
(50, 859),
(46, 454),
(24, 522),
(78, 395),
(73, 679),
(27, 556),
(72, 3),
(58, 575),
(73, 680),
(73, 989),
(42, 427),
(57, 15),
(32, 511),
(61, 63),
(24, 473),
(63, 262),
(52, 766),
(32, 130),
(32, 242),
(30, 582),
(59, 17),
(46, 476),
(29, 447),
(50, 886),
(70, 894),
(20, 365),
(76, 601),
(42, 832),
(27, 116),
(74, 293),
(28, 1004),
(72, 522),
(65, 612),
(34, 604),
(73, 184),
(20, 559),
(66, 429),
(28, 579),
(32, 956),
(31, 64),
(34, 727),
(20, 817),
(59, 406),
(77, 279),
(48, 544),
(76, 909),
(40, 1022),
(29, 849),
(54, 714),
(30, 684),
(38, 831),
(27, 853),
(49, 10),
(48, 819),
(29, 652),
(22, 204),
(69, 799),
(61, 276),
(25, 718),
(40, 525),
(37, 127),
(69, 248),
(28, 926),
(45, 933),
(30, 818),
(45, 230),
(34, 519),
(75, 302),
(46, 840),
(45, 158),
(50, 774),
(54, 307),
(58, 693),
(64, 996),
(79, 52),
(30, 47),
(45, 623),
(20, 404),
(58, 276),
(64, 77),
(72, 815),
(32, 913),
(75, 205),
(38, 258),
(62, 608),
(59, 169),
(28, 834),
(41, 1015),
(32, 37),
(72, 44),
(25, 253),
(35, 746),
(27, 750),
(73, 902),
(56, 452),
(73, 793),
(34, 688),
(22, 469),
(30, 388),
(43, 388),
(47, 476),
(74, 969),
(57, 219),
(39, 114),
(24, 896),
(68, 605),
(74, 1018),
(35, 231),
(72, 373),
(58, 688),
(59, 279),
(31, 423),
(64, 494),
(30, 273),
(67, 271),
(29, 369),
(59, 952),
(54, 722),
(52, 968),
(28, 951),
(32, 68),
(52, 738),
(38, 368),
(44, 470),
(80, 293),
(36, 491),
(31, 70),
(77, 447),
(48, 100),
(74, 95),
(42, 827),
(80, 738),
(69, 931),
(22, 802),
(36, 406),
(52, 946),
(34, 151),
(62, 1023),
(59, 919),
(44, 59),
(58, 646),
(63, 113),
(47, 971),
(26, 1026),
(61, 769),
(36, 249),
(30, 468),
(34, 225),
(38, 184),
(67, 356),
(23, 538),
(38, 359),
(64, 133),
(28, 925),
(45, 861),
(70, 927),
(55, 265),
(71, 714),
(64, 222),
(31, 1003),
(50, 620),
(57, 993),
(63, 195),
(39, 943),
(36, 406),
(27, 597),
(72, 945),
(47, 973),
(76, 147),
(66, 590),
(63, 52),
(76, 506),
(55, 87),
(62, 705),
(45, 232),
(34, 434),
(50, 391),
(45, 610),
(28, 973),
(57, 603),
(48, 840),
(40, 506),
(24, 169),
(51, 801),
(52, 709),
(26, 860),
(28, 743),
(80, 789),
(24, 804),
(50, 978),
(69, 792),
(64, 679),
(73, 437),
(56, 784),
(33, 228),
(29, 725),
(73, 902),
(67, 392),
(51, 34),
(67, 996),
(78, 199),
(27, 84),
(73, 65),
(33, 564),
(55, 760),
(32, 575),
(67, 185),
(48, 45),
(78, 102),
(45, 35),
(20, 505),
(77, 739),
(76, 982),
(37, 769),
(60, 593),
(47, 93),
(80, 111),
(43, 439),
(50, 258),
(23, 944),
(42, 465),
(54, 797),
(33, 847),
(36, 896),
(42, 183),
(51, 129),
(57, 842),
(70, 718),
(54, 482),
(79, 254),
(21, 297),
(27, 312),
(34, 899),
(59, 737),
(36, 820),
(52, 813),
(26, 706),
(60, 1),
(74, 92),
(37, 781),
(74, 566),
(62, 198),
(60, 1015),
(76, 55),
(21, 299),
(54, 62),
(73, 772),
(43, 586),
(45, 292),
(67, 149),
(37, 480),
(30, 432),
(49, 396),
(55, 274),
(60, 88),
(42, 565),
(22, 532),
(77, 84),
(51, 48),
(35, 810),
(60, 559),
(55, 848),
(40, 637),
(52, 328),
(31, 875),
(32, 121),
(51, 201),
(79, 310),
(37, 673),
(77, 754),
(31, 669),
(51, 107),
(34, 708),
(41, 823),
(26, 544),
(75, 16),
(54, 314),
(39, 317),
(80, 812),
(40, 850),
(53, 254),
(34, 528),
(57, 135),
(72, 506),
(45, 325),
(35, 850),
(62, 484),
(66, 31),
(60, 432),
(21, 797),
(72, 44),
(48, 694),
(52, 48),
(20, 870),
(63, 402),
(74, 317),
(49, 1),
(63, 660),
(55, 605),
(59, 473),
(28, 893),
(45, 1000),
(72, 841),
(47, 862),
(72, 503),
(62, 278),
(29, 388),
(53, 783),
(25, 24),
(27, 652),
(33, 687),
(58, 614),
(35, 416),
(24, 455),
(52, 611),
(56, 616),
(48, 513),
(26, 627),
(28, 369),
(41, 676),
(30, 686),
(36, 142),
(46, 635),
(71, 887),
(21, 213),
(48, 913),
(74, 961),
(44, 842),
(48, 381),
(76, 83),
(72, 874),
(29, 21),
(55, 182),
(59, 158),
(20, 299),
(27, 1006),
(37, 328),
(29, 628),
(32, 4),
(39, 643),
(47, 578),
(35, 1020),
(60, 308),
(25, 178),
(73, 883),
(35, 823),
(44, 734),
(53, 1026),
(37, 165),
(30, 714),
(62, 743),
(66, 827),
(35, 294),
(79, 63),
(53, 654),
(58, 933),
(76, 954),
(77, 552),
(21, 533),
(66, 365),
(67, 392),
(78, 655),
(76, 471),
(37, 97),
(58, 421),
(58, 793),
(48, 936),
(32, 947),
(68, 393),
(39, 44),
(29, 851),
(77, 541),
(34, 342),
(55, 876),
(45, 763),
(63, 308),
(65, 823),
(40, 292),
(27, 191),
(69, 279),
(34, 897),
(53, 140),
(51, 916),
(52, 957),
(80, 979),
(53, 522),
(21, 793),
(71, 767),
(68, 644),
(77, 333),
(79, 191),
(22, 394),
(21, 807),
(65, 100),
(27, 856),
(58, 748),
(22, 779),
(69, 586),
(66, 244),
(32, 852),
(66, 747),
(32, 792),
(69, 798),
(28, 488),
(54, 381),
(23, 112),
(40, 684),
(79, 564),
(69, 568),
(58, 183),
(25, 119),
(23, 557),
(32, 1009),
(21, 361),
(59, 356),
(45, 378),
(46, 618),
(79, 224),
(76, 759),
(31, 339),
(62, 889),
(53, 241),
(35, 586),
(23, 284),
(21, 823),
(44, 502),
(79, 617),
(53, 123),
(52, 478),
(42, 159),
(77, 836),
(72, 745),
(42, 747),
(21, 240),
(31, 197),
(67, 962),
(55, 232),
(68, 873),
(65, 128),
(50, 924),
(36, 128),
(32, 653),
(54, 342),
(27, 764),
(31, 1025),
(77, 866),
(20, 48),
(71, 480),
(63, 1019),
(63, 931),
(72, 439),
(60, 61),
(50, 83),
(73, 265),
(60, 660),
(76, 377),
(60, 296),
(22, 151),
(48, 692),
(75, 123),
(65, 1005),
(37, 763),
(66, 917),
(27, 30),
(59, 237),
(24, 205),
(66, 336),
(23, 974),
(20, 811),
(38, 917),
(59, 84),
(36, 658),
(38, 89),
(45, 5),
(53, 185),
(78, 186),
(61, 141),
(56, 916),
(41, 953),
(76, 438),
(25, 642),
(30, 957),
(79, 416),
(51, 980),
(67, 810),
(75, 791),
(21, 140),
(62, 748),
(59, 496),
(80, 387),
(27, 465),
(36, 351),
(43, 824),
(74, 826),
(57, 310),
(20, 122),
(56, 218),
(21, 724),
(44, 266),
(66, 461),
(70, 382),
(46, 772),
(76, 901),
(79, 103),
(59, 928),
(56, 799),
(34, 845),
(31, 647),
(53, 823),
(53, 33),
(23, 549),
(70, 384),
(69, 162),
(58, 260),
(72, 887),
(72, 103),
(33, 885),
(74, 560),
(28, 944),
(30, 742),
(47, 127),
(25, 41),
(66, 525),
(44, 536),
(36, 437),
(39, 613),
(22, 84),
(56, 98),
(65, 899),
(61, 304),
(21, 97),
(48, 780),
(77, 826),
(40, 514),
(60, 897),
(78, 1018),
(70, 349),
(46, 508),
(29, 586),
(55, 717),
(35, 790),
(63, 605),
(77, 556),
(25, 181),
(64, 350),
(42, 206),
(61, 14),
(63, 805),
(42, 926),
(23, 342),
(32, 14),
(27, 897),
(72, 390),
(73, 924),
(80, 515),
(76, 835),
(22, 710),
(33, 124),
(70, 386),
(37, 23),
(61, 271),
(65, 296),
(46, 149),
(33, 388),
(53, 907),
(50, 653),
(57, 101),
(33, 120),
(33, 95),
(75, 511),
(42, 876),
(68, 885),
(22, 182),
(20, 822),
(46, 483),
(21, 182),
(35, 212),
(66, 831),
(78, 509),
(50, 309),
(65, 603),
(66, 25),
(71, 528),
(79, 249),
(31, 684),
(77, 245),
(23, 17),
(34, 465),
(76, 915),
(68, 738),
(73, 438),
(37, 378),
(61, 298),
(43, 546),
(49, 266),
(24, 391),
(64, 460),
(32, 975),
(34, 800),
(49, 49),
(69, 183),
(63, 508),
(77, 883),
(50, 814),
(73, 11),
(43, 555),
(44, 431),
(61, 558),
(23, 168),
(75, 547),
(29, 131),
(24, 636),
(56, 524),
(59, 1001),
(80, 368),
(69, 532),
(61, 317),
(37, 936),
(33, 703),
(34, 698),
(59, 515),
(41, 60),
(60, 68),
(42, 485),
(57, 486),
(37, 223),
(21, 670),
(73, 957),
(70, 268),
(35, 653),
(71, 432),
(39, 390),
(27, 116),
(40, 631),
(33, 656),
(77, 1029),
(64, 747),
(24, 864),
(60, 787),
(54, 906),
(36, 219),
(55, 753),
(51, 842),
(29, 132),
(32, 33),
(60, 309),
(22, 62),
(52, 493),
(54, 892),
(32, 364),
(66, 354),
(34, 866),
(79, 417),
(30, 641),
(48, 961),
(62, 295),
(39, 180),
(61, 911),
(56, 1030),
(72, 377),
(42, 288),
(34, 965),
(37, 969),
(25, 62),
(68, 146),
(23, 238),
(55, 215),
(79, 494),
(67, 384),
(56, 941),
(59, 705),
(59, 985),
(31, 2),
(76, 432),
(54, 463),
(77, 658),
(52, 825),
(62, 822),
(27, 456),
(23, 833),
(47, 749),
(62, 295),
(25, 824),
(47, 524),
(56, 121),
(36, 367),
(60, 903),
(80, 772),
(27, 86),
(69, 841),
(49, 113),
(59, 946),
(62, 758),
(26, 936),
(70, 204),
(44, 441),
(54, 34),
(26, 693),
(31, 872),
(45, 813),
(60, 765),
(28, 398),
(51, 513),
(60, 759),
(35, 423),
(51, 638),
(69, 987),
(53, 222),
(42, 617),
(68, 644),
(30, 100),
(21, 490),
(62, 626),
(52, 680),
(63, 567),
(45, 468),
(33, 307),
(27, 989),
(43, 570),
(80, 847),
(37, 841),
(77, 172),
(38, 860),
(40, 801),
(75, 504),
(63, 795),
(25, 609),
(23, 683),
(56, 699),
(43, 179),
(43, 607),
(45, 823),
(75, 907),
(79, 935),
(65, 228),
(72, 59),
(35, 605),
(34, 862),
(23, 463),
(78, 477),
(22, 734),
(52, 667),
(51, 817),
(44, 584),
(54, 795),
(62, 609),
(64, 698),
(67, 286),
(52, 22),
(45, 915),
(60, 697),
(61, 219),
(55, 159),
(46, 511),
(80, 241),
(27, 214),
(49, 564),
(41, 727),
(21, 989),
(35, 272),
(50, 956),
(25, 1017),
(61, 58),
(23, 316),
(58, 252),
(49, 50),
(31, 282),
(68, 484),
(57, 431),
(44, 346),
(58, 872),
(25, 668),
(69, 1013),
(35, 326),
(35, 371),
(33, 842),
(28, 977),
(75, 469),
(49, 510),
(66, 981),
(68, 1027),
(63, 559),
(79, 393),
(24, 919),
(45, 353),
(53, 859),
(80, 167),
(42, 1029),
(76, 1001),
(39, 119),
(80, 1019),
(66, 767),
(27, 1026),
(35, 825),
(32, 306),
(60, 1010),
(45, 59),
(30, 523),
(70, 752),
(77, 915),
(73, 530),
(63, 869),
(42, 695),
(39, 1005),
(25, 498),
(79, 77),
(31, 126),
(55, 867),
(59, 778),
(29, 306),
(20, 678),
(44, 880),
(32, 193),
(40, 822),
(61, 163),
(27, 274),
(31, 526),
(37, 589),
(28, 187),
(45, 612),
(70, 680),
(58, 483),
(41, 172),
(38, 128),
(27, 972),
(75, 365),
(66, 435),
(72, 554),
(48, 785),
(39, 67),
(75, 790),
(22, 172),
(42, 60),
(71, 665),
(41, 253),
(51, 940),
(59, 55),
(60, 552),
(49, 722),
(63, 362),
(75, 635),
(72, 696),
(74, 90),
(24, 268),
(62, 469),
(53, 520),
(30, 555),
(74, 599),
(52, 947),
(33, 891),
(59, 889),
(49, 502),
(75, 973),
(80, 806),
(75, 838),
(70, 38),
(38, 316),
(24, 181),
(66, 252),
(55, 595),
(47, 693),
(21, 872),
(47, 800),
(21, 185),
(41, 856),
(55, 410),
(43, 519),
(74, 608),
(28, 99),
(62, 1023),
(41, 438),
(72, 843),
(28, 889),
(42, 300),
(68, 375),
(58, 270),
(38, 1022),
(38, 799),
(47, 192),
(37, 650),
(47, 779),
(72, 167),
(80, 74),
(67, 308),
(78, 517),
(22, 592),
(23, 1012),
(39, 778),
(29, 828),
(23, 424),
(66, 148),
(29, 1028),
(25, 858),
(22, 309),
(45, 518),
(74, 404),
(61, 511),
(52, 593),
(41, 735),
(58, 365),
(49, 418),
(29, 865),
(67, 533),
(66, 69),
(71, 598),
(50, 788),
(73, 840),
(63, 43),
(77, 1026),
(63, 229),
(74, 338),
(23, 507),
(62, 187),
(63, 722),
(56, 765),
(71, 846),
(53, 265),
(76, 653),
(63, 694),
(37, 598),
(31, 122),
(44, 629),
(65, 309),
(23, 746),
(30, 328),
(66, 567),
(70, 604),
(58, 511),
(26, 356),
(73, 263),
(52, 819),
(63, 880),
(40, 508),
(76, 324),
(75, 201),
(57, 347),
(70, 914),
(35, 255),
(57, 906),
(76, 77),
(23, 239),
(60, 561),
(53, 559),
(44, 326),
(49, 208),
(32, 812),
(52, 478),
(33, 442),
(74, 700),
(46, 378),
(48, 469),
(59, 546),
(66, 70),
(43, 505),
(38, 813),
(43, 290),
(67, 691),
(66, 59),
(66, 90),
(42, 560),
(65, 261),
(72, 342),
(42, 9),
(38, 695),
(29, 1008),
(24, 743),
(37, 193),
(29, 291),
(27, 887),
(78, 467),
(52, 63),
(29, 982),
(63, 827),
(20, 232),
(35, 809),
(66, 942),
(79, 812),
(76, 974),
(51, 315),
(22, 66),
(70, 887),
(79, 979),
(26, 849),
(29, 327),
(23, 325),
(77, 1019),
(52, 289),
(69, 932),
(45, 670),
(80, 618),
(62, 559),
(34, 974),
(71, 854),
(48, 829),
(74, 786),
(41, 401),
(54, 39),
(48, 68),
(62, 869),
(80, 299),
(60, 1009),
(46, 868),
(43, 532),
(65, 495),
(59, 773),
(37, 630),
(28, 1026),
(68, 501),
(65, 343),
(77, 972),
(74, 277),
(74, 113),
(48, 180),
(77, 252),
(59, 365),
(24, 596),
(78, 743),
(39, 412),
(79, 181),
(32, 405),
(37, 722),
(62, 232),
(35, 709),
(54, 208),
(70, 253),
(32, 647),
(45, 744),
(70, 336),
(28, 828),
(42, 944),
(26, 312),
(34, 411),
(42, 313),
(53, 751),
(74, 707),
(66, 917),
(74, 304),
(33, 902),
(41, 819),
(72, 580),
(75, 436),
(32, 598),
(43, 1002),
(38, 443),
(33, 413),
(61, 140),
(49, 776),
(65, 869),
(72, 722),
(48, 351),
(36, 617),
(29, 407),
(54, 494),
(76, 1025),
(51, 368),
(72, 130),
(31, 185),
(33, 697),
(73, 742),
(76, 71),
(25, 197),
(77, 967),
(75, 202),
(20, 501),
(80, 154),
(72, 324),
(51, 475),
(43, 955),
(38, 359),
(52, 165),
(63, 316),
(33, 176),
(44, 966),
(32, 472),
(22, 928),
(31, 157),
(35, 326),
(50, 689),
(58, 882),
(60, 728),
(31, 189),
(72, 146),
(27, 241),
(48, 222),
(29, 847),
(69, 424),
(50, 766),
(59, 989),
(67, 941),
(42, 1002),
(27, 774),
(73, 81),
(53, 462),
(49, 362),
(40, 194),
(70, 541),
(36, 322),
(71, 706),
(40, 770),
(67, 703),
(39, 630),
(64, 544),
(20, 275),
(37, 888),
(67, 354),
(25, 34),
(79, 735),
(48, 207),
(37, 741),
(66, 950),
(23, 1018),
(36, 713),
(56, 340),
(56, 66),
(56, 525),
(69, 139),
(69, 34),
(27, 902),
(35, 881),
(38, 714),
(22, 258),
(44, 866),
(39, 649),
(64, 178),
(30, 934),
(78, 56),
(69, 340),
(73, 485),
(46, 732),
(78, 336),
(26, 324),
(80, 536),
(55, 1013),
(37, 598),
(60, 908),
(24, 757),
(56, 785),
(44, 29),
(30, 290),
(52, 527),
(29, 698),
(34, 800),
(47, 757),
(33, 4),
(31, 830),
(76, 777),
(57, 826),
(36, 665),
(57, 540),
(34, 1023),
(62, 229),
(52, 696),
(47, 224),
(61, 44),
(40, 486),
(75, 379),
(61, 748),
(78, 531),
(23, 205),
(36, 955),
(73, 658),
(37, 393),
(47, 341),
(63, 128),
(45, 319),
(69, 802),
(26, 881),
(45, 84),
(65, 477),
(29, 506),
(55, 28),
(60, 665),
(27, 211),
(60, 260),
(49, 935),
(35, 980),
(66, 432),
(40, 290),
(59, 1010),
(42, 934),
(24, 666),
(52, 526),
(34, 450),
(38, 790),
(70, 33),
(56, 17),
(76, 341),
(56, 796),
(45, 148),
(20, 772),
(51, 894),
(57, 677),
(42, 541),
(54, 689),
(38, 77),
(79, 512),
(31, 326),
(57, 550),
(22, 48),
(21, 578),
(24, 484),
(57, 439),
(22, 753),
(52, 211),
(71, 960),
(41, 308),
(43, 831),
(45, 33),
(42, 769),
(48, 8),
(50, 521),
(32, 302),
(41, 669),
(31, 735),
(68, 625),
(29, 298),
(33, 354),
(67, 952),
(50, 218),
(35, 345),
(52, 14),
(31, 1020),
(51, 944),
(65, 797),
(63, 742),
(37, 47),
(59, 133),
(34, 744),
(64, 761),
(60, 832),
(69, 386),
(76, 933),
(20, 847),
(66, 916),
(74, 956),
(38, 220),
(80, 398),
(77, 371),
(65, 780),
(38, 326),
(35, 520),
(28, 152),
(26, 789),
(57, 954),
(59, 445),
(75, 143),
(43, 171),
(40, 121),
(35, 995),
(77, 10),
(76, 113),
(36, 247),
(51, 815),
(77, 970),
(72, 515),
(32, 357),
(31, 853),
(51, 548),
(26, 511),
(29, 247),
(65, 847),
(41, 778),
(43, 838),
(72, 630),
(70, 784),
(21, 595),
(33, 935),
(52, 1002),
(43, 134),
(71, 946),
(60, 902),
(80, 205),
(28, 968),
(22, 536),
(49, 176),
(40, 220),
(49, 1015),
(38, 248),
(37, 337),
(44, 403),
(26, 201),
(37, 692),
(51, 41),
(72, 455),
(80, 652),
(55, 717),
(60, 435),
(36, 273),
(75, 397),
(64, 775),
(60, 567),
(36, 665),
(36, 685),
(68, 898),
(60, 119),
(34, 465),
(30, 125),
(29, 85),
(45, 703),
(34, 891),
(78, 190),
(52, 790),
(74, 90),
(53, 374),
(40, 891),
(40, 1006),
(48, 527),
(26, 505),
(67, 619),
(56, 850),
(77, 825),
(34, 26),
(36, 102),
(28, 731),
(43, 822),
(71, 824),
(23, 821),
(50, 637),
(45, 119),
(70, 454),
(72, 181),
(58, 369),
(68, 280),
(75, 733),
(74, 1005),
(65, 980),
(78, 324),
(74, 24),
(31, 231),
(29, 12),
(55, 586),
(35, 980),
(66, 612),
(33, 307),
(30, 675),
(59, 432),
(54, 876),
(46, 770),
(75, 208),
(38, 89),
(36, 555),
(35, 278),
(34, 273),
(60, 564),
(53, 1004),
(62, 968),
(39, 1011),
(50, 675),
(46, 157),
(33, 204),
(35, 116),
(80, 204),
(67, 708),
(39, 826),
(37, 706),
(67, 852),
(23, 456),
(79, 704),
(76, 911),
(64, 658),
(46, 170),
(79, 75),
(46, 812),
(62, 479),
(25, 937),
(22, 801),
(25, 167),
(57, 1014),
(44, 584),
(34, 544),
(59, 17),
(50, 832),
(59, 687),
(58, 584),
(45, 931),
(63, 400),
(40, 918),
(29, 791),
(55, 108),
(61, 504),
(70, 551),
(77, 871),
(69, 576),
(36, 294),
(43, 74),
(30, 433),
(57, 895),
(39, 554),
(64, 485),
(53, 486),
(37, 421),
(65, 884),
(45, 238),
(28, 174),
(50, 618),
(46, 1012),
(62, 437),
(58, 527),
(41, 402),
(30, 172),
(40, 353),
(40, 589),
(25, 20),
(40, 116),
(55, 267),
(76, 598),
(72, 194),
(51, 436),
(36, 38),
(77, 963),
(22, 751),
(34, 565),
(55, 212),
(51, 938),
(34, 973),
(41, 948),
(33, 332),
(42, 977),
(51, 465),
(66, 768),
(30, 200),
(32, 20),
(55, 375),
(40, 337),
(61, 470),
(64, 599),
(60, 901),
(80, 183),
(58, 451),
(28, 96),
(34, 523),
(27, 406),
(61, 969),
(64, 690),
(51, 747),
(53, 445),
(36, 404),
(60, 261),
(50, 782),
(63, 686),
(45, 780),
(46, 598),
(29, 928),
(52, 282),
(45, 913),
(71, 1025),
(56, 842),
(33, 835),
(37, 138),
(27, 708),
(30, 748),
(70, 397),
(22, 213),
(46, 575),
(72, 781),
(52, 700),
(51, 549),
(25, 45),
(70, 854),
(57, 734),
(69, 38),
(54, 175),
(66, 156),
(24, 732),
(55, 988),
(58, 778),
(74, 478),
(21, 413),
(34, 670),
(48, 667),
(29, 956),
(76, 343),
(23, 717),
(24, 152),
(60, 460),
(36, 977),
(28, 98),
(65, 328),
(79, 716),
(41, 54),
(52, 791),
